B053,80A97YR303-304-1-3,IRGC 135819,trop,,0,11,11,11,11,11,11,11,11,11
B054,80050YR72136-43,IRGC 135817,trop,,0,11,11,11,11,11,11,11,11,11
B055,YR196,IRGC 136080,temp,,0,10,10,10,10,10,10,11,11,11
B056,TIEGANWU,,temp,,0,10,10,10,10,10,10,11,11,11
B057,XIUSHUI 115,,temp,,0,10,10,10,10,10,10,11,11,11
B058,ERJIUNAN 1,,ind1B,,0,4,3,3,3,3,3,3,3,3
B059,NANJING 11,,ind1A,,0,3,3,3,3,3,3,3,3,3
B060,AIJIAONANTE,IRGC 117600,ind1A,,0,3,3,3,3,3,3,3,3,3
B061,GUANGLUAI 4,,ind1A,,0,3,3,3,3,3,3,3,3,3
B062,NANTEHAO,,ind1A,,0,3,3,3,3,3,3,3,3,3
B063,GUIZHAO 2,,ind1A,,0,3,3,3,3,3,3,3,3,3
B064,XIANGZAOXIAN 7,,indx,,0,7,7,7,0,0,3,3,3,3
B065,HUANGSIGUIZHAN,,indx,,0,7,7,7,0,0,3,3,3,3
B066,GUANGKEXIANGNUO,,temp,,0,10,10,10,10,10,10,11,11,11
B067,FUNINGZIPIGENGZI,,ind1A,,0,3,3,3,3,3,3,3,3,3
B068,GAOYANGDIANDAO DAHONGMANG,,temp,,0,10,10,10,10,10,10,11,11,11
B069,DANDONGLUDAO,,japx,,0,8,8,0,0,0,0,11,11,11
B070,LAOGUANGTOU 83,,japx,,0,8,8,0,0,0,0,11,11,11
B071,MUXIQIU,,temp,,0,10,10,10,10,10,10,11,11,11
B072,QIUQIANBAI,,ind1A,,0,3,3,3,3,3,3,3,3,3
B073,JINXIBAI2,,indx,,0,7,7,7,0,0,3,3,3,3
B074,TAISHANNUO,,ind1A,,0,3,3,3,3,3,3,3,3,3
B075,JINBAOYIN,,indx,,0,7,7,7,0,0,3,3,3,3
B076,MINBEIWANXIAN,,indx,,0,7,7,7,0,0,3,3,3,3
B077,YIZHIXIANG,,temp,,0,10,10,10,10,10,10,11,11,11
B079,ESINIU,IRGC 135887,ind1A,,0,3,3,3,3,3,3,3,3,3
B081,HEIDU 4,IRGC 135901,ind1A,,0,3,3,3,3,3,3,3,3,3
B082,QIYUEXIAN,,indx,,0,7,7,7,0,0,3,3,3,3
B083,DONGTINGWANXIAN,,ind1A,,0,3,3,3,3,3,3,3,3,3
B084,BAWANGBIAN 1,,admix,,0,0,0,0,0,0,0,0,0,0
B085,XUGUNUO,,ind1A,,0,3,3,3,3,3,3,3,3,3
B086,MUGUANUO,,admix,,0,0,0,0,0,0,0,0,0,0
B087,ZHONGNONG 4,,ind2,,0,5,5,5,5,5,3,3,3,3
B088,SAN**QISHILUO,,indx,,0,7,7,7,0,0,3,3,3,3
B089,QITOUBAIGU3,,indx,,0,7,7,7,0,0,3,3,3,3
B090,ZIMI,,indx,,0,7,7,7,0,0,3,3,3,3
B091,XIAOHONGGU,,indx,,0,7,7,7,0,0,3,3,3,3
B092,GONGJU 73,,ind1A,,0,3,3,3,3,3,3,3,3,3
B093,QITOUGU,,ind1A,,0,3,3,3,3,3,3,3,3,3
B094,ZINUO,,ind1A,,0,3,3,3,3,3,3,3,3,3
B095,MOWANGGUNEIZA,,indx,,0,7,7,7,0,0,3,3,3,3
B096,JINZHINUO4,,indx,,0,7,7,7,0,0,3,3,3,3
B097,JIIENUO,,indx,,0,7,7,7,0,0,3,3,3,3
B100,HONGKEZHENUO,,temp,,0,10,10,10,10,10,10,11,11,11
B101,YANGKENUO,,temp,,0,10,10,10,10,10,10,11,11,11
B102,MAGUZI,,temp,,0,10,10,10,10,10,10,11,11,11
B103,LAOHONGDAO,,temp,,0,10,10,10,10,10,10,11,11,11
B104,JIABALA,,ind1A,,0,3,3,3,3,3,3,3,3,3
B105,BAOXUAN 21 A,,indx,,0,7,7,7,0,0,3,3,3,3
B106,WENXIANGNUO,,indx,,0,7,7,7,0,0,3,3,3,3
B107,DAWANNUO,,indx,,0,7,7,7,0,0,3,3,3,3
B108,XIANGGU,,indx,,0,7,7,7,0,0,3,3,3,3
B109,LENGSHUIGU 2,,japx,,0,8,8,0,0,0,0,11,11,11
B110,HUANGPINUO,,temp,,0,10,10,10,10,10,10,11,11,11
B111,ZIMANGFEIE,,temp,,0,10,10,10,10,10,10,11,11,11
B112,LIUSHA 1,,ind1A,,0,3,3,3,3,3,3,3,3,3
B113,CHENWAN 3,,indx,,0,7,7,7,0,0,3,3,3,3
B114,CHENGDUAI 3,,ind1A,,0,3,3,3,3,3,3,3,3,3
B115,AIMAKANG,,ind1A,,0,3,3,3,3,3,3,3,3,3
B116,SHUFENG 101,,indx,,0,7,7,7,0,0,3,3,3,3
B117,LIXINGENG,,temp,,0,10,10,10,10,10,10,11,11,11
B118,ERGANGAI,,indx,,0,7,7,7,0,0,3,3,3,3
B119,GUANGLUAI 15-1,,ind1A,,0,3,3,3,3,3,3,3,3,3
B120,HONGWAN 1,,indx,,0,7,7,7,0,0,3,3,3,3
B121,LUKE 3,,ind1A,,0,3,3,3,3,3,3,3,3,3
B122,LIAOGENG 287,,temp,,0,10,10,10,10,10,10,11,11,11
B123,ZAOSHUXIANGHEIMI,,indx,,0,7,7,7,0,0,3,3,3,3
B124,GENG 87-304,,temp,,0,10,10,10,10,10,10,11,11,11
B125,XIANGWANXIAN 3,,indx,,0,7,7,7,0,0,3,3,3,3
B126,ZAOXIAN 240,,ind1A,,0,3,3,3,3,3,3,3,3,3
B127,DANGYU 5,,ind1A,,0,3,3,3,3,3,3,3,3,3
B128,SIBEITIZHAO 6,,indx,,0,7,7,7,0,0,3,3,3,3
B129,HONGAINUO,,indx,,0,7,7,7,0,0,3,3,3,3
B130,WANLIXIAN,,ind1A,,0,3,3,3,3,3,3,3,3,3
B131,AIZIZHAN,,indx,,0,7,7,7,0,0,3,3,3,3
B132,XIAOBAIMI,,indx,,0,7,7,7,0,0,3,3,3,3
B133,YANSHUICHI,,indx,,0,7,7,7,0,0,3,3,3,3
B134,XISHI 15,,subtrop,,0,9,9,9,9,11,0,11,11,11
B135,HONGGENGHANGU3,,indx,,0,7,7,7,0,0,3,3,3,3
B136,YUYANNUO,,japx,,0,8,8,0,0,0,0,11,11,11
B137,80B,,indx,,0,7,7,7,0,0,3,3,3,3
B138,GU 154,,indx,,0,7,7,7,0,0,3,3,3,3
B139,IR 661-1,,indx,,0,7,7,7,0,0,3,3,3,3
B140,PEI C122,,ind1A,,0,3,3,3,3,3,3,3,3,3
B141,GENG 7623,,admix,,0,0,0,0,0,0,0,0,0,0
B142,NINGHUI 21,,admix,,0,0,0,0,0,0,0,0,0,0
B143,76--1,,temp,,0,10,10,10,10,10,10,11,11,11
B144,HUHUI 628,,japx,,0,8,8,0,0,0,0,11,11,11
B145,TEQINGXUANHUI,,indx,,0,7,7,7,0,0,3,3,3,3
B146,JWR 221,,ind1B,,0,4,3,3,3,3,3,3,3,3
B147,BAIKEHANHE,,ind1A,,0,3,3,3,3,3,3,3,3,3
B148,LENGSHUINUO,,japx,,0,8,8,0,0,0,0,11,11,11
B149,HAOXIANG,,ind1A,,0,3,3,3,3,3,3,3,3,3
B150,L 301B,,ind1A,,0,3,3,3,3,3,3,3,3,3
B151,JINNANTE 43B,,ind1A,,0,3,3,3,3,3,3,3,3,3
B152,ZAOSHUNONGHU 6,,temp,,0,10,10,10,10,10,10,11,11,11
B153,QINGSIAI 16B,,indx,,0,7,7,7,0,0,3,3,3,3
B154,LIMING B,,temp,,0,10,10,10,10,10,10,11,11,11
B155,BAOXIE-7B,,indx,,0,7,7,7,0,0,3,3,3,3
B156,G ZHENSHAN 97B,,ind1A,,0,3,3,3,3,3,3,3,3,3
B157,88B,,ind1A,,0,3,3,3,3,3,3,3,3,3
B158,TAIZHONG 65/TAIZHONGHR539,,admix,,0,0,0,0,0,0,0,0,0,0
B159,TAIZHONGZAILAI 1/TAIZHONG65,,indx,,0,7,7,7,0,0,3,3,3,3
B160,SHUIYUAN 300LI,,temp,,0,10,10,10,10,10,10,11,11,11
B161,YELICANGHUA,,temp,,0,10,10,10,10,10,10,11,11,11
B162,BAIGEDAO,,temp,,0,10,10,10,10,10,10,11,11,11
B163,LIUSHIZAO,,ind1A,,0,3,3,3,3,3,3,3,3,3
B164,QINGKE,,aus,,0,2,2,2,2,2,2,2,2,3
B165,HAOHUANGLA,,indx,,0,7,7,7,0,0,3,3,3,3
B166,JIANGHUADAO,IRGC 135953,temp,,0,10,10,10,10,10,10,11,11,11
B167,QINGJINZAOSHENG,IRGC 136029,temp,,0,10,10,10,10,10,10,11,11,11
B168,ZHUYUAN,IRGC 136096,temp,,0,10,10,10,10,10,10,11,11,11
B169,AILUYU,,temp,,0,10,10,10,10,10,10,11,11,11
B170,HONGSE 90,IRGC 135905,temp,,0,10,10,10,10,10,10,11,11,11
B171,LINGUO,IRGC 135974,temp,,0,10,10,10,10,10,10,11,11,11
B173,TJANTAJAN,IRGC 136056,admix,,0,0,0,0,0,0,0,0,0,0
B176,BRC 25-146-2-1,IRGC 135850,indx,,0,7,7,7,0,0,3,3,3,3
B179,KELUODUO B,IRGC 135966,temp,,0,10,10,10,10,10,10,11,11,11
B180,P1790-5-1M-4-5M-1B-3M-B,IRGC 136016,indx,,0,7,7,7,0,0,3,3,3,3
B181,71011,IRGC 135816,ind1A,,0,3,3,3,3,3,3,3,3,3
B182,CHIMAO,,temp,,0,10,10,10,10,10,10,11,11,11
B183,QINGNUO KYOHATAMOCHI,IRGC 136030,temp,,0,10,10,10,10,10,10,11,11,11
B184,CHANH 148,IRGC 135862,indx,,0,7,7,7,0,0,3,3,3,3
B185,SLK 2-18-2,IRGC 136048,indx,,0,7,7,7,0,0,3,3,3,3
B187,RP 1570-44-1,IRGC 136035,indx,,0,7,7,7,0,0,3,3,3,3
B188,IRAT 36,IRGC 135944,trop,,0,11,11,11,11,11,11,11,11,11
B189,IRAT 669,IRGC 135945,trop,,0,11,11,11,11,11,11,11,11,11
B190,ITA 221,,trop,,0,11,11,11,11,11,11,11,11,11
B191,80A60YR71009-1-5,IRGC 135818,trop,,0,11,11,11,11,11,11,11,11,11
B192,R42,IRGC 136033,admix,,0,0,0,0,0,0,0,0,0,0
B193,C.MEDIO 7,IRGC 135869,indx,,0,7,7,7,0,0,3,3,3,3
B194,ECIA 179-S13,IRGC 135886,ind1B,,0,4,3,3,3,3,3,3,3,3
B195,PMS 10B,IRGC 136021,indx,,0,7,7,7,0,0,3,3,3,3
B196,TAIDONGLUDAO,,trop,,0,11,11,11,11,11,11,11,11,11
B197,TAIZHONGXIANXUAN 2,,ind1A,,0,3,3,3,3,3,3,3,3,3
B198,JIEFANGXIAN,,ind1A,,0,3,3,3,3,3,3,3,3,3
B199,HONGMISANDAN,,temp,,0,10,10,10,10,10,10,11,11,11
B200,JINYOU 1,IRGC 135959,ind1B,,0,4,3,3,3,3,3,3,3,3
B201,CHENGNONGSHUIJING,,ind1B,,0,4,3,3,3,3,3,3,3,3
B202,BAOXIE 123B,,indx,,0,7,7,7,0,0,3,3,3,3
B203,BIWUSHENG,,indx,,0,7,7,7,0,0,3,3,3,3
B204,LONGHUAMAOHU,,temp,,0,10,10,10,10,10,10,11,11,11
B205,CUNSANLI,,japx,,0,8,8,0,0,0,0,11,11,11
B207,AIHECHI,,indx,,0,7,7,7,0,0,3,3,3,3
B208,LUCAIHAO,,ind1A,,0,3,3,3,3,3,3,3,3,3
B210,NANXIONGZAOYOUZHAN,,ind1A,,0,3,3,3,3,3,3,3,3,3
B212,CHIKENUO,,temp,,0,10,10,10,10,10,10,11,11,11
B213,LIUYENIAN,,ind1A,,0,3,3,3,3,3,3,3,3,3
B214,XUANENCHANGTANQINGZHAN,,ind1B,,0,4,3,3,3,3,3,3,3,3
B215,HONGQI 5,IRGC 135904,temp,,0,10,10,10,10,10,10,11,11,11
B216,HANMADAO4,,ind1A,,0,3,3,3,3,3,3,3,3,3
B217,HONGGU,,ind1B,,0,4,3,3,3,3,3,3,3,3
B218,WUZIDUI,,temp,,0,10,10,10,10,10,10,11,11,11
B219,HAOLAI,,indx,,0,7,7,7,0,0,3,3,3,3
B221,FANHAOPI,,ind1A,,0,3,3,3,3,3,3,3,3,3
B222,BEIZINUO,,ind1A,,0,3,3,3,3,3,3,3,3,3
B223,CUNGUNUO,,temp,,0,10,10,10,10,10,10,11,11,11
B224,YOUNIAN,,ind1A,,0,3,3,3,3,3,3,3,3,3
B225,GUANTUIBAIHE 1,,temp,,0,10,10,10,10,10,10,11,11,11
B226,HEIMANGDAO,,temp,,0,10,10,10,10,10,10,11,11,11
B227,MENJIAGAO 1,,indx,,0,7,7,7,0,0,3,3,3,3
B228,HAOBAYONG 1,,japx,,0,8,8,0,0,0,0,11,11,11
B229,MENJIADING 2,,indx,,0,7,7,7,0,0,3,3,3,3
B230,BANJIEMANG2,,japx,,0,8,8,0,0,0,0,11,11,11
B231,B231,,indx,,0,7,7,7,0,0,3,3,3,3
B232,XIANGAIZAO 10HAO,,ind1B,,0,4,3,3,3,3,3,3,3,3
B233,XIANGWANXIAN 1,,indx,,0,7,7,7,0,0,3,3,3,3
B234,AITUOGU 151,,ind1A,,0,3,3,3,3,3,3,3,3,3
B235,ZHONGHUA 8,,temp,,0,10,10,10,10,10,10,11,11,11
B236,JINDAO 1,IRGC 135957,temp,,0,10,10,10,10,10,10,11,11,11
B238,MOMI,,indx,,0,7,7,7,0,0,3,3,3,3
B239,ZHENDAO 232,IRGC 136091,ind1A,,0,3,3,3,3,3,3,3,3,3
B240,ZHENGDAO 5,,temp,,0,10,10,10,10,10,10,11,11,11
B241,LAMUJIA,,subtrop,,0,9,9,9,9,11,0,11,11,11
B242,GUI 630,,indx,,0,7,7,7,0,0,3,3,3,3
B243,HUHUI 91269,IRGC 135910,aus,,0,2,2,2,2,2,2,2,2,3
B244,XIANGDAO,,ind1A,,0,3,3,3,3,3,3,3,3,3
B245,SHANJIUGU,,subtrop,,0,9,9,9,9,11,0,11,11,11
B246,LAOZAOGU,,indx,,0,7,7,7,0,0,3,3,3,3
B247,JINNANTE B,,indx,,0,7,7,7,0,0,3,3,3,3
B248,ZHUZHEN B,,ind1A,,0,3,3,3,3,3,3,3,3,3
B249,CHAOYANGYIHAO B,,ind1A,,0,3,3,3,3,3,3,3,3,3
B250,ANNONGWANGENG B,,temp,,0,10,10,10,10,10,10,11,11,11
B252,XIANGAI B,,indx,,0,7,7,7,0,0,3,3,3,3
B253,JIANGNONGZAO 1 B,,indx,,0,7,7,7,0,0,3,3,3,3
B254,JINGHU3 B,,indx,,0,7,7,7,0,0,3,3,3,3
B255,DIANRUI 409B,,indx,,0,7,7,7,0,0,3,3,3,3
B258,XINGGUO,,temp,,0,10,10,10,10,10,10,11,11,11
B259,LEIHUOZHAN,,ind1A,,0,3,3,3,3,3,3,3,3,3
B260,MAMAGU,,ind1A,,0,3,3,3,3,3,3,3,3,3
B261,MEIHUANUO,,ind1A,,0,3,3,3,3,3,3,3,3,3
B263,WEIGUO,,temp,,0,10,10,10,10,10,10,11,11,11
B264,SANBAILI,,ind1A,,0,3,3,3,3,3,3,3,3,3
B265,WUKEZHAN,,indx,,0,7,7,7,0,0,3,3,3,3
B266,HAOMAKE (K),,subtrop,,0,9,9,9,9,11,0,11,11,11
B267,NON SPECIFIED,,indx,,0,7,7,7,0,0,3,3,3,3
B268,NANGAOGU,,indx,,0,7,7,7,0,0,3,3,3,3
B269,YUEFU,IRGC 136083,temp,,0,10,10,10,10,10,10,11,11,11
CX2,BR11,IRGC 135847,indx,,0,7,7,7,0,0,3,3,3,3
CX3,BR24,IRGC 117623,ind1A,,0,3,3,3,3,3,3,3,3,3
CX4,93072,,indx,,0,7,7,7,0,0,3,3,3,3
CX5,108S,,indx,,0,7,7,7,0,0,3,3,3,3
CX6,C418,,admix,,0,0,0,0,0,0,0,0,0,0
CX8,CHENGHUI 448,,indx,,0,7,7,7,0,0,3,3,3,3
CX9,FENGAIZHAN,,ind1B,,0,4,3,3,3,3,3,3,3,3
CX10,GANG 46B,IRGC 135890,ind1A,,0,3,3,3,3,3,3,3,3,3
CX11,GUMEI 2,,japx,,0,8,8,0,0,0,0,11,11,11
CX12,HUAGENGXIAN 74,IRGC 135909,indx,,0,7,7,7,0,0,3,3,3,3
CX13,R644,,indx,,0,7,7,7,0,0,3,3,3,3
CX14,CHENNONG 265,,temp,,0,10,10,10,10,10,10,11,11,11
CX15,Y134,IRGC 136077,ind1B,,0,4,3,3,3,3,3,3,3,3
CX16,YUAN JING 7,,temp,,0,10,10,10,10,10,10,11,11,11
CX17,YUEXIANGZHAN,,indx,,0,7,7,7,0,0,3,3,3,3
CX18,ZAOXIAN 14,IRGC 136089,ind1A,,0,3,3,3,3,3,3,3,3,3
CX19,ZHONG 413,,indx,,0,7,7,7,0,0,3,3,3,3
CX20,ZIHUI 100,,indx,,0,7,7,7,0,0,3,3,3,3
CX21,BG90-2,IRGC 135842,ind1B,,0,4,3,3,3,3,3,3,3,3
CX22,PR106,IRGC 136022,ind1B,,0,4,3,3,3,3,3,3,3,3
CX23,RASI,,ind3,,0,6,6,6,6,6,3,3,3,3
CX24,TKM 9,IRGC 136058,indx,,0,7,7,7,0,0,3,3,3,3
CX25,CISANGGARUNG,IRGC 135867,ind1B,,0,4,3,3,3,3,3,3,3,3
CX26,AMOL3(SANA),,ind1B,,0,4,3,3,3,3,3,3,3,3
CX27,KHAZAR,IRGC 135969,indx,,0,7,7,7,0,0,3,3,3,3
CX28,GAYABYEO,IRGC 135892,ind1B,,0,4,3,3,3,3,3,3,3,3
CX29,MILYANG23,IRGC 135984,admix,,0,0,0,0,0,0,0,0,0,0
CX30,MR185,IRGC 135991,ind1B,,0,4,3,3,3,3,3,3,3,3
CX31,HNANKAR,IRGC 135903,ind1B,,0,4,3,3,3,3,3,3,3,3
CX32,MANAUTHUKHA,IRGC 135980,japx,,0,8,8,0,0,0,0,11,11,11
CX33,SHWE THWE YIN HYV,IRGC 136045,ind1B,,0,4,3,3,3,3,3,3,3,3
CX34,BG 300,IRGC 135840,indx,,0,7,7,7,0,0,3,3,3,3
CX35,BG 94-1,IRGC 135843,indx,,0,7,7,7,0,0,3,3,3,3
CX37,OM997,IRGC 136015,ind1B,,0,4,3,3,3,3,3,3,3,3
CX42,IR68552-55-3-2,IRGC 135933,indx,,0,7,7,7,0,0,3,3,3,3
CX43,IR66897B,IRGC 135931,ind1B,,0,4,3,3,3,3,3,3,3,3
CX44,IR58025B,IRGC 135925,ind1B,,0,4,3,3,3,3,3,3,3,3
CX45,DHAN4,IRGC 135877,ind1B,,0,4,3,3,3,3,3,3,3,3
CX46,PUSA(BASMATI 1),IRGC 136026,admix,,0,0,0,0,0,0,0,0,0,0
CX47,DIANGENG,IRGC 135879,temp,,0,10,10,10,10,10,10,11,11,11
CX48,PT60,,indx,,0,7,7,7,0,0,3,3,3,3
CX49,NAN-29-2,IRGC 135998,temp,,0,10,10,10,10,10,10,11,11,11
CX50,AI ZI DAO,,ind1B,,0,4,3,3,3,3,3,3,3,3
CX51,BABAOMI,IRGC 135835,indx,,0,7,7,7,0,0,3,3,3,3
CX52,DIANDUN 502,IRGC 135878,indx,,0,7,7,7,0,0,3,3,3,3
CX53,JIANGXISIMIAO,IRGC 135954,indx,,0,7,7,7,0,0,3,3,3,3
CX54,LINYITANGDAO,,indx,,0,7,7,7,0,0,3,3,3,3
CX55,PENGSHANTIEGANZHAN,,ind1A,,0,3,3,3,3,3,3,3,3,3
CX56,YUNGUANG 8,,temp,,0,10,10,10,10,10,10,11,11,11
CX57,ZHONGCHAO 123,,temp,,0,10,10,10,10,10,10,11,11,11
CX58,GIZA159,IRGC 135895,temp,,0,10,10,10,10,10,10,11,11,11
CX59,"MILAGROSA, ZAWA BANDAY",IRGC 135983,aro,,0,1,1,1,1,1,1,1,11,11
CX60,BASMATI,IRGC 117652,ind1B,,0,4,3,3,3,3,3,3,3,3
CX61,BHAVANI,IRGC 135844,ind1A,,0,3,3,3,3,3,3,3,3,3
CX63,JHONA 349,IRGC 117769,aus,,0,2,2,2,2,2,2,2,2,3
CX64,IRAT 352,IRGC 135943,ind3,,0,6,6,6,6,6,3,3,3,3
CX65,DOMSIAH,IRGC 117467,aro,,0,1,1,1,1,1,1,1,11,11
CX66,TAROM MOLAII,IRGC 136052,aro,,0,1,1,1,1,1,1,1,11,11
CX67,BINAM,IRGC 135845,aro,,0,1,1,1,1,1,1,1,11,11
CX68,MR106,IRGC 135989,indx,,0,7,7,7,0,0,3,3,3,3
CX69,MR167,IRGC 135990,indx,,0,7,7,7,0,0,3,3,3,3
CX70,MR77(SEBERANG ),IRGC 135994,indx,,0,7,7,7,0,0,3,3,3,3
CX71,INNMAYEBAW,IRGC 135915,ind3,,0,6,6,6,6,6,3,3,3,3
CX72,BASMATI 385,IRGC 135838,aro,,0,1,1,1,1,1,1,1,11,11
CX73,IR6,IRGC 135927,ind1B,,0,4,3,3,3,3,3,3,3,3
CX74,JP-5,IRGC 135961,temp,,0,10,10,10,10,10,10,11,11,11
CX75,AT354,IRGC 135832,indx,,0,7,7,7,0,0,3,3,3,3
CX76,BG304,IRGC 135841,ind1B,,0,4,3,3,3,3,3,3,3,3
CX77,LEMONT,IRGC 117802,trop,,0,11,11,11,11,11,11,11,11,11
CX78,M401,IRGC 135978,temp,,0,10,10,10,10,10,10,11,11,11
CX79,CS94,IRGC 135873,ind1B,,0,4,3,3,3,3,3,3,3,3
CX80,OM1706,IRGC 136014,ind1B,,0,4,3,3,3,3,3,3,3,3
CX82,X21,IRGC 136073,ind1B,,0,4,3,3,3,3,3,3,3,3
CX83,X22,IRGC 136074,ind1B,,0,4,3,3,3,3,3,3,3,3
CX84,X23,IRGC 136075,indx,,0,7,7,7,0,0,3,3,3,3
CX85,C71,,indx,,0,7,7,7,0,0,3,3,3,3
CX86,C70,,indx,,0,7,7,7,0,0,3,3,3,3
CX87,Q5,IRGC 136027,indx,,0,7,7,7,0,0,3,3,3,3
CX88,HUANYANGNIAN,,ind1A,,0,3,3,3,3,3,3,3,3,3
CX89,M202,IRGC 135977,indx,,0,7,7,7,0,0,3,3,3,3
CX90,CHHOMROMG,IRGC 135863,ind1B,,0,4,3,3,3,3,3,3,3,3
CX91,GOVIND,IRGC 135897,ind1B,,0,4,3,3,3,3,3,3,3,3
CX92,UPR 191-66,IRGC 136063,ind1B,,0,4,3,3,3,3,3,3,3,3
CX93,TGMS29,IRGC 136054,indx,,0,7,7,7,0,0,3,3,3,3
CX94,SWARNA,IRGC 117278,indx,,0,7,7,7,0,0,3,3,3,3
CX96,AJAYA,IRGC 135824,ind1B,,0,4,3,3,3,3,3,3,3,3
CX97,BUDDA,IRGC 135851,ind1B,,0,4,3,3,3,3,3,3,3,3
CX98,DODDABYRANELLA,IRGC 135882,ind2,,0,5,5,5,5,5,3,3,3,3
CX99,DODDI,IRGC 135883,ind2,,0,5,5,5,5,5,3,3,3,3
CX100,PALUNG 2,IRGC 136020,ind1B,,0,4,3,3,3,3,3,3,3,3
CX101,HEI MI CHAN,IRGC 135902,ind1A,,0,3,3,3,3,3,3,3,3,3
CX102,TEK SI CHUT,IRGC 136053,ind1A,,0,3,3,3,3,3,3,3,3,3
CX103,RUBIO,IRGC 136036,admix,,0,0,0,0,0,0,0,0,0,0
CX104,SADRI RICE 1,IRGC 136037,aro,,0,1,1,1,1,1,1,1,11,11
